crop_name,amount_usd,amount_tzs,trading_hub,recorded_date
WHEAT,41.99,109174.00,Dar Es Salaam Wholesale,2023-09-11
WHEAT,40.02,104052.00,Mwanza Central Hub,2023-09-11
WHEAT,43.35,112710.00,Arusha North Hub,2023-09-11
WHEAT,41.37,107562.00,Dodoma Wholesale Hub,2023-09-11
WHEAT,39.38,102388.00,Mbeya Border Market,2023-09-11
WHEAT,41.90,108940.00,Tanga Coastal Exchange,2023-09-11
WHEAT,38.68,100568.00,Tabora Grain Yard,2023-09-11
WHEAT,43.27,112502.00,Kigoma Lake Hub,2023-09-11
SORGHUM,35.36,91936.00,Dar Es Salaam Wholesale,2023-09-11
SORGHUM,33.60,87360.00,Mwanza Central Hub,2023-09-11
SORGHUM,36.29,94354.00,Arusha North Hub,2023-09-11
SORGHUM,34.53,89778.00,Dodoma Wholesale Hub,2023-09-11
SORGHUM,32.78,85228.00,Mbeya Border Market,2023-09-11
SORGHUM,34.78,90428.00,Tanga Coastal Exchange,2023-09-11
SORGHUM,32.00,83200.00,Tabora Grain Yard,2023-09-11
SORGHUM,35.70,92820.00,Kigoma Lake Hub,2023-09-11
CASSAVA,25.84,67184.00,Dar Es Salaam Wholesale,2023-09-11
CASSAVA,24.61,63986.00,Mwanza Central Hub,2023-09-11
CASSAVA,26.65,69290.00,Arusha North Hub,2023-09-11
CASSAVA,25.42,66092.00,Dodoma Wholesale Hub,2023-09-11
CASSAVA,24.18,62868.00,Mbeya Border Market,2023-09-11
CASSAVA,25.72,66872.00,Tanga Coastal Exchange,2023-09-11
CASSAVA,23.73,61698.00,Tabora Grain Yard,2023-09-11
CASSAVA,26.54,69004.00,Kigoma Lake Hub,2023-09-11
POTATO,33.36,86736.00,Dar Es Salaam Wholesale,2023-09-11
POTATO,31.72,82472.00,Mwanza Central Hub,2023-09-11
POTATO,34.29,89154.00,Arusha North Hub,2023-09-11
POTATO,32.65,84890.00,Dodoma Wholesale Hub,2023-09-11
POTATO,31.01,80626.00,Mbeya Border Market,2023-09-11
POTATO,32.93,85618.00,Tanga Coastal Exchange,2023-09-11
POTATO,30.32,78832.00,Tabora Grain Yard,2023-09-11
POTATO,33.85,88010.00,Kigoma Lake Hub,2023-09-11
GROUNDNUT,74.43,193518.00,Dar Es Salaam Wholesale,2023-09-11
GROUNDNUT,70.83,184158.00,Mwanza Central Hub,2023-09-11
GROUNDNUT,76.62,199212.00,Arusha North Hub,2023-09-11
GROUNDNUT,73.02,189852.00,Dodoma Wholesale Hub,2023-09-11
GROUNDNUT,69.42,180492.00,Mbeya Border Market,2023-09-11
GROUNDNUT,73.78,191828.00,Tanga Coastal Exchange,2023-09-11
GROUNDNUT,68.01,176826.00,Tabora Grain Yard,2023-09-11
GROUNDNUT,76.00,197600.00,Kigoma Lake Hub,2023-09-11
SUNFLOWER,60.39,157014.00,Dar Es Salaam Wholesale,2023-09-11
SUNFLOWER,57.48,149448.00,Mwanza Central Hub,2023-09-11
SUNFLOWER,62.19,161694.00,Arusha North Hub,2023-09-11
SUNFLOWER,59.28,154128.00,Dodoma Wholesale Hub,2023-09-11
SUNFLOWER,56.36,146536.00,Mbeya Border Market,2023-09-11
SUNFLOWER,59.89,155714.00,Tanga Coastal Exchange,2023-09-11
SUNFLOWER,55.21,143546.00,Tabora Grain Yard,2023-09-11
SUNFLOWER,61.68,160368.00,Kigoma Lake Hub,2023-09-11
COFFEE,77.54,201604.00,Dar Es Salaam Wholesale,2023-09-11
COFFEE,73.71,191646.00,Mwanza Central Hub,2023-09-11
COFFEE,79.67,207142.00,Arusha North Hub,2023-09-11
COFFEE,75.85,197210.00,Dodoma Wholesale Hub,2023-09-11
COFFEE,72.04,187304.00,Mbeya Border Market,2023-09-11
COFFEE,76.49,198874.00,Tanga Coastal Exchange,2023-09-11
COFFEE,70.44,183144.00,Tabora Grain Yard,2023-09-11
COFFEE,78.63,204438.00,Kigoma Lake Hub,2023-09-11
CASHEW,85.86,223236.00,Dar Es Salaam Wholesale,2023-09-11
CASHEW,81.79,212654.00,Mwanza Central Hub,2023-09-11
CASHEW,88.57,230282.00,Arusha North Hub,2023-09-11
CASHEW,84.48,219648.00,Dodoma Wholesale Hub,2023-09-11
CASHEW,80.39,209014.00,Mbeya Border Market,2023-09-11
CASHEW,85.51,222326.00,Tanga Coastal Exchange,2023-09-11
CASHEW,78.88,205088.00,Tabora Grain Yard,2023-09-11
CASHEW,88.21,229346.00,Kigoma Lake Hub,2023-09-11
COCONUT,71.36,185536.00,Dar Es Salaam Wholesale,2023-09-11
COCONUT,67.80,176280.00,Mwanza Central Hub,2023-09-11
COCONUT,73.23,190398.00,Arusha North Hub,2023-09-11
COCONUT,69.67,181142.00,Dodoma Wholesale Hub,2023-09-11
COCONUT,66.13,171938.00,Mbeya Border Market,2023-09-11
COCONUT,70.17,182442.00,Tanga Coastal Exchange,2023-09-11
COCONUT,64.57,167882.00,Tabora Grain Yard,2023-09-11
COCONUT,72.03,187278.00,Kigoma Lake Hub,2023-09-11
MAIZE,41.00,106600.00,Dar Es Salaam Wholesale,2023-09-18
MAIZE,39.07,101582.00,Mwanza Central Hub,2023-09-18
MAIZE,42.32,110032.00,Arusha North Hub,2023-09-18
MAIZE,40.38,104988.00,Dodoma Wholesale Hub,2023-09-18
MAIZE,38.43,99918.00,Mbeya Border Market,2023-09-18
MAIZE,40.89,106314.00,Tanga Coastal Exchange,2023-09-18
MAIZE,37.73,98098.00,Tabora Grain Yard,2023-09-18
MAIZE,42.20,109720.00,Kigoma Lake Hub,2023-09-18
RICE,57.04,148304.00,Dar Es Salaam Wholesale,2023-09-18
RICE,54.19,140894.00,Mwanza Central Hub,2023-09-18
RICE,58.52,152152.00,Arusha North Hub,2023-09-18
RICE,55.68,144768.00,Dodoma Wholesale Hub,2023-09-18
RICE,52.84,137384.00,Mbeya Border Market,2023-09-18
RICE,56.06,145756.00,Tanga Coastal Exchange,2023-09-18
RICE,51.58,134108.00,Tabora Grain Yard,2023-09-18
RICE,57.53,149578.00,Kigoma Lake Hub,2023-09-18
BEANS,63.50,165100.00,Dar Es Salaam Wholesale,2023-09-18
BEANS,60.51,157326.00,Mwanza Central Hub,2023-09-18
BEANS,65.55,170430.00,Arusha North Hub,2023-09-18
BEANS,62.55,162630.00,Dodoma Wholesale Hub,2023-09-18
BEANS,59.55,154830.00,Mbeya Border Market,2023-09-18
BEANS,63.37,164762.00,Tanga Coastal Exchange,2023-09-18
BEANS,58.49,152074.00,Tabora Grain Yard,2023-09-18
BEANS,65.43,170118.00,Kigoma Lake Hub,2023-09-18
WHEAT,41.07,106782.00,Dar Es Salaam Wholesale,2023-09-18
WHEAT,39.02,101452.00,Mwanza Central Hub,2023-09-18
WHEAT,42.14,109564.00,Arusha North Hub,2023-09-18
WHEAT,40.10,104260.00,Dodoma Wholesale Hub,2023-09-18
WHEAT,38.05,98930.00,Mbeya Border Market,2023-09-18
WHEAT,40.37,104962.00,Tanga Coastal Exchange,2023-09-18
WHEAT,37.15,96590.00,Tabora Grain Yard,2023-09-18
WHEAT,41.43,107718.00,Kigoma Lake Hub,2023-09-18
SORGHUM,34.71,90246.00,Dar Es Salaam Wholesale,2023-09-18
SORGHUM,33.06,85956.00,Mwanza Central Hub,2023-09-18
SORGHUM,35.80,93080.00,Arusha North Hub,2023-09-18
SORGHUM,34.16,88816.00,Dodoma Wholesale Hub,2023-09-18
SORGHUM,32.51,84526.00,Mbeya Border Market,2023-09-18
SORGHUM,34.58,89908.00,Tanga Coastal Exchange,2023-09-18
SORGHUM,31.91,82966.00,Tabora Grain Yard,2023-09-18
SORGHUM,35.69,92794.00,Kigoma Lake Hub,2023-09-18
CASSAVA,27.24,70824.00,Dar Es Salaam Wholesale,2023-09-18
CASSAVA,25.89,67314.00,Mwanza Central Hub,2023-09-18
CASSAVA,27.99,72774.00,Arusha North Hub,2023-09-18
CASSAVA,26.64,69264.00,Dodoma Wholesale Hub,2023-09-18
CASSAVA,25.30,65780.00,Mbeya Border Market,2023-09-18
CASSAVA,26.86,69836.00,Tanga Coastal Exchange,2023-09-18
CASSAVA,24.73,64298.00,Tabora Grain Yard,2023-09-18
CASSAVA,27.60,71760.00,Kigoma Lake Hub,2023-09-18
POTATO,31.03,80678.00,Dar Es Salaam Wholesale,2023-09-18
POTATO,29.53,76778.00,Mwanza Central Hub,2023-09-18
POTATO,31.95,83070.00,Arusha North Hub,2023-09-18
POTATO,30.46,79196.00,Dodoma Wholesale Hub,2023-09-18
POTATO,28.96,75296.00,Mbeya Border Market,2023-09-18
POTATO,30.79,80054.00,Tanga Coastal Exchange,2023-09-18
POTATO,28.39,73814.00,Tabora Grain Yard,2023-09-18
POTATO,31.73,82498.00,Kigoma Lake Hub,2023-09-18
GROUNDNUT,80.64,209664.00,Dar Es Salaam Wholesale,2023-09-18
GROUNDNUT,76.73,199498.00,Mwanza Central Hub,2023-09-18
GROUNDNUT,83.01,215826.00,Arusha North Hub,2023-09-18
GROUNDNUT,79.10,205660.00,Dodoma Wholesale Hub,2023-09-18
GROUNDNUT,75.19,195494.00,Mbeya Border Market,2023-09-18
GROUNDNUT,79.89,207714.00,Tanga Coastal Exchange,2023-09-18
GROUNDNUT,73.62,191412.00,Tabora Grain Yard,2023-09-18
GROUNDNUT,82.24,213824.00,Kigoma Lake Hub,2023-09-18
SUNFLOWER,56.31,146406.00,Dar Es Salaam Wholesale,2023-09-18
SUNFLOWER,53.54,139204.00,Mwanza Central Hub,2023-09-18
SUNFLOWER,57.87,150462.00,Arusha North Hub,2023-09-18
SUNFLOWER,55.11,143286.00,Dodoma Wholesale Hub,2023-09-18
SUNFLOWER,52.35,136110.00,Mbeya Border Market,2023-09-18
SUNFLOWER,55.59,144534.00,Tanga Coastal Exchange,2023-09-18
SUNFLOWER,51.21,133146.00,Tabora Grain Yard,2023-09-18
SUNFLOWER,57.17,148642.00,Kigoma Lake Hub,2023-09-18
COFFEE,81.45,211770.00,Dar Es Salaam Wholesale,2023-09-18
COFFEE,77.58,201708.00,Mwanza Central Hub,2023-09-18
COFFEE,83.99,218374.00,Arusha North Hub,2023-09-18
COFFEE,80.11,208286.00,Dodoma Wholesale Hub,2023-09-18
COFFEE,76.21,198146.00,Mbeya Border Market,2023-09-18
COFFEE,81.05,210730.00,Tanga Coastal Exchange,2023-09-18
COFFEE,74.76,194376.00,Tabora Grain Yard,2023-09-18
COFFEE,83.58,217308.00,Kigoma Lake Hub,2023-09-18
CASHEW,84.75,220350.00,Dar Es Salaam Wholesale,2023-09-18
CASHEW,80.53,209378.00,Mwanza Central Hub,2023-09-18
CASHEW,86.98,226148.00,Arusha North Hub,2023-09-18
CASHEW,82.77,215202.00,Dodoma Wholesale Hub,2023-09-18
CASHEW,78.57,204282.00,Mbeya Border Market,2023-09-18
CASHEW,83.37,216762.00,Tanga Coastal Exchange,2023-09-18
CASHEW,76.73,199498.00,Tabora Grain Yard,2023-09-18
CASHEW,85.61,222586.00,Kigoma Lake Hub,2023-09-18
COCONUT,69.31,180206.00,Dar Es Salaam Wholesale,2023-09-18
COCONUT,66.05,171730.00,Mwanza Central Hub,2023-09-18
COCONUT,71.56,186056.00,Arusha North Hub,2023-09-18
COCONUT,68.29,177554.00,Dodoma Wholesale Hub,2023-09-18
COCONUT,65.01,169026.00,Mbeya Border Market,2023-09-18
COCONUT,69.18,179868.00,Tanga Coastal Exchange,2023-09-18
COCONUT,63.85,166010.00,Tabora Grain Yard,2023-09-18
COCONUT,71.43,185718.00,Kigoma Lake Hub,2023-09-18
MAIZE,41.90,108940.00,Dar Es Salaam Wholesale,2023-09-25
MAIZE,39.81,103506.00,Mwanza Central Hub,2023-09-25
MAIZE,43.00,111800.00,Arusha North Hub,2023-09-25
MAIZE,40.91,106366.00,Dodoma Wholesale Hub,2023-09-25
MAIZE,38.82,100932.00,Mbeya Border Market,2023-09-25
MAIZE,41.19,107094.00,Tanga Coastal Exchange,2023-09-25
MAIZE,37.90,98540.00,Tabora Grain Yard,2023-09-25
MAIZE,42.28,109928.00,Kigoma Lake Hub,2023-09-25
RICE,57.71,150046.00,Dar Es Salaam Wholesale,2023-09-25
RICE,50.76,131976.00,Mwanza Central Hub,2023-09-25
RICE,54.99,142974.00,Arusha North Hub,2023-09-25
RICE,52.49,136474.00,Dodoma Wholesale Hub,2023-09-25
RICE,49.97,129922.00,Mbeya Border Market,2023-09-25
RICE,53.18,138268.00,Tanga Coastal Exchange,2023-09-25
RICE,49.09,127634.00,Tabora Grain Yard,2023-09-25
RICE,54.93,142818.00,Kigoma Lake Hub,2023-09-25
BEANS,60.90,158340.00,Dar Es Salaam Wholesale,2023-09-25
BEANS,57.85,150410.00,Mwanza Central Hub,2023-09-25
BEANS,62.48,162448.00,Arusha North Hub,2023-09-25
BEANS,59.44,154544.00,Dodoma Wholesale Hub,2023-09-25
BEANS,56.41,146666.00,Mbeya Border Market,2023-09-25
BEANS,59.84,155584.00,Tanga Coastal Exchange,2023-09-25
BEANS,55.06,143156.00,Tabora Grain Yard,2023-09-25
BEANS,61.40,159640.00,Kigoma Lake Hub,2023-09-25
WHEAT,41.00,106600.00,Dar Es Salaam Wholesale,2023-09-25
WHEAT,39.06,101556.00,Mwanza Central Hub,2023-09-25
WHEAT,42.31,110006.00,Arusha North Hub,2023-09-25
WHEAT,40.36,104936.00,Dodoma Wholesale Hub,2023-09-25
WHEAT,38.42,99892.00,Mbeya Border Market,2023-09-25
WHEAT,40.88,106288.00,Tanga Coastal Exchange,2023-09-25
WHEAT,37.72,98072.00,Tabora Grain Yard,2023-09-25
WHEAT,42.19,109694.00,Kigoma Lake Hub,2023-09-25
SORGHUM,36.13,93938.00,Dar Es Salaam Wholesale,2023-09-25
SORGHUM,34.34,89284.00,Mwanza Central Hub,2023-09-25
SORGHUM,37.11,96486.00,Arusha North Hub,2023-09-25
SORGHUM,35.33,91858.00,Dodoma Wholesale Hub,2023-09-25
SORGHUM,33.54,87204.00,Mbeya Border Market,2023-09-25
SORGHUM,35.60,92560.00,Tanga Coastal Exchange,2023-09-25
SORGHUM,32.78,85228.00,Tabora Grain Yard,2023-09-25
SORGHUM,36.57,95082.00,Kigoma Lake Hub,2023-09-25
CASSAVA,25.51,66326.00,Dar Es Salaam Wholesale,2023-09-25
CASSAVA,24.29,63154.00,Mwanza Central Hub,2023-09-25
CASSAVA,26.28,68328.00,Arusha North Hub,2023-09-25
CASSAVA,25.06,65156.00,Dodoma Wholesale Hub,2023-09-25
CASSAVA,23.83,61958.00,Mbeya Border Market,2023-09-25
CASSAVA,25.34,65884.00,Tanga Coastal Exchange,2023-09-25
CASSAVA,23.37,60762.00,Tabora Grain Yard,2023-09-25
CASSAVA,26.12,67912.00,Kigoma Lake Hub,2023-09-25
POTATO,33.58,87308.00,Dar Es Salaam Wholesale,2023-09-25
POTATO,31.95,83070.00,Mwanza Central Hub,2023-09-25
POTATO,34.55,89830.00,Arusha North Hub,2023-09-25
POTATO,32.92,85592.00,Dodoma Wholesale Hub,2023-09-25
POTATO,31.29,81354.00,Mbeya Border Market,2023-09-25
POTATO,33.24,86424.00,Tanga Coastal Exchange,2023-09-25
POTATO,30.62,79612.00,Tabora Grain Yard,2023-09-25
POTATO,34.20,88920.00,Kigoma Lake Hub,2023-09-25
GROUNDNUT,74.77,194402.00,Dar Es Salaam Wholesale,2023-09-25
GROUNDNUT,71.11,184886.00,Mwanza Central Hub,2023-09-25
GROUNDNUT,76.88,199888.00,Arusha North Hub,2023-09-25
GROUNDNUT,73.23,190398.00,Dodoma Wholesale Hub,2023-09-25
GROUNDNUT,69.58,180908.00,Mbeya Border Market,2023-09-25
GROUNDNUT,73.90,192140.00,Tanga Coastal Exchange,2023-09-25
GROUNDNUT,68.09,177034.00,Tabora Grain Yard,2023-09-25
GROUNDNUT,76.03,197678.00,Kigoma Lake Hub,2023-09-25
SUNFLOWER,59.81,155506.00,Dar Es Salaam Wholesale,2023-09-25
SUNFLOWER,56.95,148070.00,Mwanza Central Hub,2023-09-25
SUNFLOWER,61.65,160290.00,Arusha North Hub,2023-09-25
SUNFLOWER,58.79,152854.00,Dodoma Wholesale Hub,2023-09-25
SUNFLOWER,55.92,145392.00,Mbeya Border Market,2023-09-25
SUNFLOWER,59.46,154596.00,Tanga Coastal Exchange,2023-09-25
SUNFLOWER,54.84,142584.00,Tabora Grain Yard,2023-09-25
SUNFLOWER,61.30,159380.00,Kigoma Lake Hub,2023-09-25
COFFEE,79.14,205764.00,Dar Es Salaam Wholesale,2023-09-25
COFFEE,75.20,195520.00,Mwanza Central Hub,2023-09-25
COFFEE,81.24,211224.00,Arusha North Hub,2023-09-25
COFFEE,77.32,201032.00,Dodoma Wholesale Hub,2023-09-25
COFFEE,73.40,190840.00,Mbeya Border Market,2023-09-25
COFFEE,77.90,202540.00,Tanga Coastal Exchange,2023-09-25
COFFEE,71.71,186446.00,Tabora Grain Yard,2023-09-25
COFFEE,80.01,208026.00,Kigoma Lake Hub,2023-09-25
CASHEW,83.92,218192.00,Dar Es Salaam Wholesale,2023-09-25
CASHEW,79.96,207896.00,Mwanza Central Hub,2023-09-25
CASHEW,86.62,225212.00,Arusha North Hub,2023-09-25
CASHEW,82.65,214890.00,Dodoma Wholesale Hub,2023-09-25
CASHEW,78.68,204568.00,Mbeya Border Market,2023-09-25
CASHEW,83.71,217646.00,Tanga Coastal Exchange,2023-09-25
CASHEW,77.26,200876.00,Tabora Grain Yard,2023-09-25
CASHEW,86.42,224692.00,Kigoma Lake Hub,2023-09-25
COCONUT,73.40,190840.00,Dar Es Salaam Wholesale,2023-09-25
COCONUT,69.73,181298.00,Mwanza Central Hub,2023-09-25
COCONUT,75.31,195806.00,Arusha North Hub,2023-09-25
COCONUT,71.65,186290.00,Dodoma Wholesale Hub,2023-09-25
COCONUT,68.00,176800.00,Mbeya Border Market,2023-09-25
COCONUT,72.14,187564.00,Tanga Coastal Exchange,2023-09-25
COCONUT,66.38,172588.00,Tabora Grain Yard,2023-09-25
COCONUT,74.03,192478.00,Kigoma Lake Hub,2023-09-25
MAIZE,39.48,102648.00,Dar Es Salaam Wholesale,2023-10-02
MAIZE,37.63,97838.00,Mwanza Central Hub,2023-10-02
MAIZE,40.76,105976.00,Arusha North Hub,2023-10-02
MAIZE,38.90,101140.00,Dodoma Wholesale Hub,2023-10-02
MAIZE,37.04,96304.00,Mbeya Border Market,2023-10-02
MAIZE,39.41,102466.00,Tanga Coastal Exchange,2023-10-02
MAIZE,36.38,94588.00,Tabora Grain Yard,2023-10-02
MAIZE,40.70,105820.00,Kigoma Lake Hub,2023-10-02
RICE,54.87,142662.00,Dar Es Salaam Wholesale,2023-10-02
RICE,52.12,135512.00,Mwanza Central Hub,2023-10-02
RICE,56.29,146354.00,Arusha North Hub,2023-10-02
RICE,53.55,139230.00,Dodoma Wholesale Hub,2023-10-02
RICE,50.81,132106.00,Mbeya Border Market,2023-10-02
RICE,53.90,140140.00,Tanga Coastal Exchange,2023-10-02
RICE,49.59,128934.00,Tabora Grain Yard,2023-10-02
RICE,55.30,143780.00,Kigoma Lake Hub,2023-10-02
BEANS,63.87,166062.00,Dar Es Salaam Wholesale,2023-10-02
BEANS,60.86,158236.00,Mwanza Central Hub,2023-10-02
BEANS,65.92,171392.00,Arusha North Hub,2023-10-02
BEANS,62.90,163540.00,Dodoma Wholesale Hub,2023-10-02
BEANS,59.87,155662.00,Mbeya Border Market,2023-10-02
BEANS,63.71,165646.00,Tanga Coastal Exchange,2023-10-02
BEANS,58.80,152880.00,Tabora Grain Yard,2023-10-02
BEANS,65.77,171002.00,Kigoma Lake Hub,2023-10-02
WHEAT,43.82,113932.00,Dar Es Salaam Wholesale,2023-10-02
WHEAT,41.65,108290.00,Mwanza Central Hub,2023-10-02
WHEAT,45.00,117000.00,Arusha North Hub,2023-10-02
WHEAT,42.82,111332.00,Dodoma Wholesale Hub,2023-10-02
WHEAT,40.66,105716.00,Mbeya Border Market,2023-10-02
WHEAT,43.15,112190.00,Tanga Coastal Exchange,2023-10-02
WHEAT,39.72,103272.00,Tabora Grain Yard,2023-10-02
WHEAT,44.31,115206.00,Kigoma Lake Hub,2023-10-02
SORGHUM,35.53,92378.00,Dar Es Salaam Wholesale,2023-10-02
SORGHUM,33.83,87958.00,Mwanza Central Hub,2023-10-02
SORGHUM,36.62,95212.00,Arusha North Hub,2023-10-02
SORGHUM,34.92,90792.00,Dodoma Wholesale Hub,2023-10-02
SORGHUM,33.22,86372.00,Mbeya Border Market,2023-10-02
SORGHUM,35.33,91858.00,Tanga Coastal Exchange,2023-10-02
SORGHUM,32.58,84708.00,Tabora Grain Yard,2023-10-02
SORGHUM,36.43,94718.00,Kigoma Lake Hub,2023-10-02
CASSAVA,28.29,73554.00,Dar Es Salaam Wholesale,2023-10-02
CASSAVA,26.91,69966.00,Mwanza Central Hub,2023-10-02
CASSAVA,29.09,75634.00,Arusha North Hub,2023-10-02
CASSAVA,27.71,72046.00,Dodoma Wholesale Hub,2023-10-02
CASSAVA,26.33,68458.00,Mbeya Border Market,2023-10-02
CASSAVA,27.97,72722.00,Tanga Coastal Exchange,2023-10-02
CASSAVA,25.77,67002.00,Tabora Grain Yard,2023-10-02
CASSAVA,28.77,74802.00,Kigoma Lake Hub,2023-10-02
POTATO,31.36,81536.00,Dar Es Salaam Wholesale,2023-10-02
POTATO,29.83,77558.00,Mwanza Central Hub,2023-10-02
POTATO,32.26,83876.00,Arusha North Hub,2023-10-02
POTATO,30.73,79898.00,Dodoma Wholesale Hub,2023-10-02
POTATO,29.21,75946.00,Mbeya Border Market,2023-10-02
POTATO,31.03,80678.00,Tanga Coastal Exchange,2023-10-02
POTATO,28.59,74334.00,Tabora Grain Yard,2023-10-02
POTATO,31.94,83044.00,Kigoma Lake Hub,2023-10-02
GROUNDNUT,79.33,206258.00,Dar Es Salaam Wholesale,2023-10-02
GROUNDNUT,75.53,196378.00,Mwanza Central Hub,2023-10-02
GROUNDNUT,81.75,212550.00,Arusha North Hub,2023-10-02
GROUNDNUT,77.94,202644.00,Dodoma Wholesale Hub,2023-10-02
GROUNDNUT,74.12,192712.00,Mbeya Border Market,2023-10-02
GROUNDNUT,78.80,204880.00,Tanga Coastal Exchange,2023-10-02
GROUNDNUT,72.66,188916.00,Tabora Grain Yard,2023-10-02
GROUNDNUT,81.20,211120.00,Kigoma Lake Hub,2023-10-02
SUNFLOWER,55.74,144924.00,Dar Es Salaam Wholesale,2023-10-02
SUNFLOWER,52.97,137722.00,Mwanza Central Hub,2023-10-02
SUNFLOWER,57.23,148798.00,Arusha North Hub,2023-10-02
SUNFLOWER,54.47,141622.00,Dodoma Wholesale Hub,2023-10-02
SUNFLOWER,51.72,134472.00,Mbeya Border Market,2023-10-02
SUNFLOWER,54.90,142740.00,Tanga Coastal Exchange,2023-10-02
SUNFLOWER,50.54,131404.00,Tabora Grain Yard,2023-10-02
SUNFLOWER,56.40,146640.00,Kigoma Lake Hub,2023-10-02
COFFEE,76.72,199472.00,Dar Es Salaam Wholesale,2023-10-02
COFFEE,73.10,190060.00,Mwanza Central Hub,2023-10-02
COFFEE,79.17,205842.00,Arusha North Hub,2023-10-02
COFFEE,75.54,196404.00,Dodoma Wholesale Hub,2023-10-02
COFFEE,71.90,186940.00,Mbeya Border Market,2023-10-02
COFFEE,76.49,198874.00,Tanga Coastal Exchange,2023-10-02
COFFEE,70.58,183508.00,Tabora Grain Yard,2023-10-02
COFFEE,78.95,205270.00,Kigoma Lake Hub,2023-10-02
CASHEW,83.62,217412.00,Dar Es Salaam Wholesale,2023-10-02
CASHEW,79.44,206544.00,Mwanza Central Hub,2023-10-02
CASHEW,85.80,223080.00,Arusha North Hub,2023-10-02
CASHEW,81.63,212238.00,Dodoma Wholesale Hub,2023-10-02
CASHEW,77.47,201422.00,Mbeya Border Market,2023-10-02
CASHEW,82.19,213694.00,Tanga Coastal Exchange,2023-10-02
CASHEW,75.63,196638.00,Tabora Grain Yard,2023-10-02
CASHEW,84.35,219310.00,Kigoma Lake Hub,2023-10-02
COCONUT,70.85,184210.00,Dar Es Salaam Wholesale,2023-10-02
COCONUT,67.51,175526.00,Mwanza Central Hub,2023-10-02
COCONUT,73.14,190164.00,Arusha North Hub,2023-10-02
COCONUT,69.80,181480.00,Dodoma Wholesale Hub,2023-10-02
COCONUT,66.44,172744.00,Mbeya Border Market,2023-10-02
COCONUT,70.70,183820.00,Tanga Coastal Exchange,2023-10-02
COCONUT,65.26,169676.00,Tabora Grain Yard,2023-10-02
COCONUT,67.40,175240.00,Kigoma Lake Hub,2023-10-02
MAIZE,39.36,102336.00,Dar Es Salaam Wholesale,2023-10-09
MAIZE,37.39,97214.00,Mwanza Central Hub,2023-10-09
MAIZE,40.37,104962.00,Arusha North Hub,2023-10-09
MAIZE,38.40,99840.00,Dodoma Wholesale Hub,2023-10-09
MAIZE,39.48,102648.00,Mbeya Border Market,2023-10-09
MAIZE,41.89,108914.00,Tanga Coastal Exchange,2023-10-09
MAIZE,38.54,100204.00,Tabora Grain Yard,2023-10-09
MAIZE,42.99,111774.00,Kigoma Lake Hub,2023-10-09
RICE,56.90,147940.00,Dar Es Salaam Wholesale,2023-10-09
RICE,54.21,140946.00,Mwanza Central Hub,2023-10-09
RICE,58.73,152698.00,Arusha North Hub,2023-10-09
RICE,56.04,145704.00,Dodoma Wholesale Hub,2023-10-09
RICE,53.34,138684.00,Mbeya Border Market,2023-10-09
RICE,56.76,147576.00,Tanga Coastal Exchange,2023-10-09
RICE,52.39,136214.00,Tabora Grain Yard,2023-10-09
RICE,58.61,152386.00,Kigoma Lake Hub,2023-10-09
BEANS,64.48,167648.00,Dar Es Salaam Wholesale,2023-10-09
BEANS,61.27,159302.00,Mwanza Central Hub,2023-10-09
BEANS,66.19,172094.00,Arusha North Hub,2023-10-09
BEANS,62.99,163774.00,Dodoma Wholesale Hub,2023-10-09
BEANS,59.79,155454.00,Mbeya Border Market,2023-10-09
BEANS,63.45,164970.00,Tanga Coastal Exchange,2023-10-09
BEANS,58.39,151814.00,Tabora Grain Yard,2023-10-09
BEANS,65.14,169364.00,Kigoma Lake Hub,2023-10-09
WHEAT,41.93,109018.00,Dar Es Salaam Wholesale,2023-10-09
WHEAT,39.93,103818.00,Mwanza Central Hub,2023-10-09
WHEAT,43.23,112398.00,Arusha North Hub,2023-10-09
WHEAT,41.23,107198.00,Dodoma Wholesale Hub,2023-10-09
WHEAT,39.23,101998.00,Mbeya Border Market,2023-10-09
WHEAT,41.72,108472.00,Tanga Coastal Exchange,2023-10-09
WHEAT,38.49,100074.00,Tabora Grain Yard,2023-10-09
WHEAT,43.04,111904.00,Kigoma Lake Hub,2023-10-09
SORGHUM,38.08,99008.00,Dar Es Salaam Wholesale,2023-10-09
SORGHUM,36.22,94172.00,Mwanza Central Hub,2023-10-09
SORGHUM,39.15,101790.00,Arusha North Hub,2023-10-09
SORGHUM,37.29,96954.00,Dodoma Wholesale Hub,2023-10-09
SORGHUM,35.42,92092.00,Mbeya Border Market,2023-10-09
SORGHUM,37.62,97812.00,Tanga Coastal Exchange,2023-10-09
SORGHUM,34.65,90090.00,Tabora Grain Yard,2023-10-09
SORGHUM,38.68,100568.00,Kigoma Lake Hub,2023-10-09
CASSAVA,26.15,67990.00,Dar Es Salaam Wholesale,2023-10-09
CASSAVA,24.88,64688.00,Mwanza Central Hub,2023-10-09
CASSAVA,26.91,69966.00,Arusha North Hub,2023-10-09
CASSAVA,25.64,66664.00,Dodoma Wholesale Hub,2023-10-09
CASSAVA,24.37,63362.00,Mbeya Border Market,2023-10-09
CASSAVA,25.90,67340.00,Tanga Coastal Exchange,2023-10-09
CASSAVA,23.87,62062.00,Tabora Grain Yard,2023-10-09
CASSAVA,26.67,69342.00,Kigoma Lake Hub,2023-10-09
